concept,group,canonical_feature,ResidualProbeAccuracy,BottleneckOutputProbeAccuracy,BottleneckOutputProbeAUROC,probe_accuracy_before,probe_auroc_before,reconstruction_norm_ratio,reconstruction_cosine,Top1SparseProbeAccuracy,n_gt_present,CanonicalMissRate,ScatterRate,RetainedElsewhere,BottleneckOutputProbeAccuracy_refit,BottleneckOutputProbeAUROC_refit,ScatterRate_refit,RetainedElsewhere_refit,MeanTop1ContributionShare,MeanCanonicalContributionShare,MedianEffectiveContributorCount,MeanEffectiveContributorCount
helping_prosocial,verbs,875-,1.0,0.444,0.42548800000000003,1.0,1.0,7.8578619956970215,0.006407817825675011,0.77,250,0.44,0.192,0.43636363636363634,0.994,0.9997119999999999,0.432,0.9818181818181818,0.1899274941391829,0.027005616348184183,8.97396942206684,9.331599081673442
human_person,entities,24-,1.0,0.572,0.587952,1.0,1.0,8.363371849060059,0.003305719932541251,0.714,249,0.4979919678714859,0.30522088353413657,0.6129032258064516,0.994,0.999264,0.4979919678714859,1.0,0.16612009165266575,0.0,10.875691665618843,10.854950577659515
inside_dialogue,grammar,549-,0.996,0.474,0.435632,0.996,0.999584,7.985183238983154,-0.001637733425013721,0.548,245,0.8938775510204081,0.21224489795918366,0.2374429223744292,0.826,0.904768,0.7142857142857143,0.7990867579908676,0.18996083024211458,0.0,9.543859664160202,9.621242978773752
male_pronoun,grammar,2014-,1.0,0.508,0.5056160000000001,1.0,1.0,8.937167167663574,-0.018053943291306496,0.67,250,0.408,0.3,0.7352941176470589,0.786,0.8618560000000001,0.292,0.7156862745098039,0.1583501361367923,0.03586112543717426,11.127719690774075,11.182479587288356
motion,verbs,1439+,1.0,0.614,0.6056,1.0,1.0,7.9361419677734375,-0.0014235115377232432,0.734,250,0.532,0.42,0.7894736842105263,0.996,0.999984,0.528,0.9924812030075187,0.16685198469148352,0.029513678733132348,11.006840851801535,11.004484802871099
nature_weather,entities,554-,1.0,0.502,0.483136,1.0,1.0,7.905545234680176,-0.0019169833976775408,0.762,250,0.352,0.092,0.26136363636363635,0.982,0.998464,0.348,0.9886363636363636,0.1708877668345894,0.05765174707743458,10.43338867809825,10.634414672730312
negation,grammar,161-,1.0,0.524,0.5444960000000001,1.0,1.0,7.993703365325928,0.005503601394593716,0.728,250,0.516,0.048,0.09302325581395349,1.0,1.0,0.516,1.0,0.17832650406566647,0.0,9.9703176850727,10.177783109902593
negative_emotion,attributes,1092-,1.0,0.466,0.39465599999999995,1.0,1.0,7.596089839935303,0.01085645705461502,0.794,250,0.308,0.052,0.16883116883116883,0.994,0.9999359999999999,0.304,0.987012987012987,0.18471557618984083,0.0009878125133682887,9.884984996541302,9.839703161743072
perception,verbs,1013-,1.0,0.464,0.39712,1.0,1.0,8.08159065246582,-0.0019364419858902693,0.604,250,0.792,0.264,0.3333333333333333,1.0,1.0,0.792,1.0,0.176190613355177,0.0,10.398010895489778,10.467022463460305
place_location,entities,652+,1.0,0.598,0.664368,1.0,1.0,8.031693458557129,0.0029513821937143803,0.732,250,0.528,0.408,0.7727272727272727,0.992,0.999792,0.516,0.9772727272727273,0.18403593873368634,0.0,10.192124152671443,10.23753067258093
positive_emotion,attributes,1996+,1.0,0.46,0.456912,1.0,1.0,7.595892429351807,0.007437941152602434,0.708,250,0.552,0.068,0.12318840579710146,0.988,0.999584,0.544,0.9855072463768116,0.20062206182625636,0.0223991946086717,8.996754317608971,8.893875175328953
size,attributes,1750-,1.0,0.49,0.48863999999999996,1.0,1.0,7.424757480621338,0.014781576581299305,0.732,249,0.4939759036144578,0.05622489959839357,0.11382113821138211,0.992,0.99968,0.4859437751004016,0.983739837398374,0.21710131926301232,0.042461318581778915,8.818283915317654,8.820227335728898
speech,verbs,1279-,1.0,0.518,0.502608,1.0,1.0,8.026625633239746,0.013878539204597473,0.846,250,0.308,0.048,0.15584415584415584,0.998,0.999984,0.304,0.987012987012987,0.2858884362368077,0.22623151426783472,7.267907329329297,7.766527457275025
toy_play_object,entities,282-,1.0,0.514,0.499072,1.0,1.0,8.182232856750488,-0.0030047299806028605,0.696,250,0.272,0.108,0.39705882352941174,0.928,0.9843359999999999,0.256,0.9411764705882353,0.19947522567289444,0.002869544379846938,9.571746475072,9.479325249209086
