concept,group,canonical_feature,ResidualProbeAccuracy,BottleneckOutputProbeAccuracy,BottleneckOutputProbeAUROC,probe_accuracy_before,probe_auroc_before,reconstruction_norm_ratio,reconstruction_cosine,Top1SparseProbeAccuracy,n_gt_present,CanonicalMissRate,ScatterRate,RetainedElsewhere,BottleneckOutputProbeAccuracy_refit,BottleneckOutputProbeAUROC_refit,ScatterRate_refit,RetainedElsewhere_refit,MeanTop1ContributionShare,MeanCanonicalContributionShare,MedianEffectiveContributorCount,MeanEffectiveContributorCount
animal,entities,306-,1.0,0.544,0.7425120000000001,1.0,1.0,1.132469654083252,0.0015674647875130177,0.65,250,0.604,0.592,0.9801324503311258,0.99,0.998352,0.6,0.9933774834437086,0.14205281743846218,0.029873227863203553,13.39640385371776,13.382144882185083
body_part,entities,739+,0.998,0.67,0.734576,0.998,0.999952,1.1172785758972168,-0.002605040557682514,0.782,249,0.42971887550200805,0.2289156626506024,0.5327102803738317,0.996,0.9996320000000001,0.42570281124497994,0.9906542056074766,0.19403247583435687,0.0,9.600646356369936,9.653466248846282
cognition,verbs,1745-,1.0,0.502,0.47753600000000007,1.0,1.0,1.1084569692611694,-0.00436084158718586,0.758,250,0.48,0.144,0.3,0.996,1.0,0.48,1.0,0.17825053730204335,0.02261786963165914,10.363317239218029,10.338133599697477
color,attributes,60+,1.0,0.398,0.234704,1.0,1.0,1.0768787860870361,0.006869486998766661,0.896,249,0.1566265060240964,0.004016064257028112,0.02564102564102564,0.99,0.99936,0.15261044176706828,0.9743589743589743,0.23121345986655337,0.04366235023378999,7.529804757717521,7.490982069583714
desire_intention,verbs,583-,1.0,0.612,0.6424799999999999,1.0,1.0,1.1181864738464355,-0.007945943623781204,0.698,250,0.56,0.376,0.6714285714285714,0.998,1.0,0.56,1.0,0.15894403793466166,0.024716596026785907,11.457433832969395,11.536052507547632
eating_drinking,verbs,761-,1.0,0.52,0.5297919999999999,1.0,1.0,1.0746264457702637,-0.01027133408933878,0.788,250,0.416,0.2,0.4807692307692308,0.99,0.9999359999999999,0.412,0.9903846153846154,0.17612442332805153,0.0,10.759826714959548,10.66139861777239
family_relation,entities,916+,1.0,0.532,0.599376,1.0,1.0,1.1998732089996338,-0.011362680234014988,0.728,249,0.4899598393574297,0.08433734939759036,0.1721311475409836,0.974,0.9968319999999999,0.46184738955823296,0.9426229508196722,0.18747642203153503,0.0,9.648096755664477,9.55665071027209
female_pronoun,grammar,1319+,1.0,0.502,0.481792,1.0,1.0,1.235223650932312,0.0006867049960419536,0.614,250,0.604,0.372,0.6158940397350994,0.82,0.9031359999999999,0.504,0.8344370860927153,0.17735080846527249,0.0036836803888573334,10.699713357170046,10.597403765044364
first_person_pronoun,grammar,466+,1.0,0.448,0.444656,1.0,1.0,1.1710666418075562,-0.002862074412405491,0.746,250,0.5,0.096,0.192,0.988,0.999456,0.492,0.984,0.18430017689538228,0.0,9.988849806191682,9.84312586732226
food_drink,entities,1102+,1.0,0.59,0.632272,1.0,1.0,1.1092504262924194,-0.006012896541506052,0.828,250,0.16,0.156,0.975,0.986,0.996656,0.148,0.925,0.14040004869249698,0.0495246092979071,12.856610719323296,12.85956040479684
helping_prosocial,verbs,626+,1.0,0.604,0.653312,1.0,1.0,1.0935548543930054,-0.013126330450177193,0.69,250,0.596,0.396,0.6644295302013423,0.992,0.99992,0.588,0.9865771812080537,0.18202928786623698,0.07401130366900353,10.810274275570958,10.831344979795842
human_person,entities,1049-,1.0,0.524,0.523792,1.0,1.0,1.167480230331421,-0.004192149266600609,0.642,250,0.676,0.068,0.10059171597633136,0.98,0.998768,0.668,0.9881656804733728,0.19291240469193865,0.02203849790995377,9.447337700639087,9.313269694824506
inside_dialogue,grammar,28-,0.998,0.484,0.489104,0.998,0.9997600000000001,1.1384978294372559,0.0015061363810673356,0.7,248,0.592741935483871,0.11290322580645161,0.19047619047619047,0.902,0.957296,0.5201612903225806,0.8775510204081632,0.18991739086253853,0.03986648464050124,9.587342547438855,9.561473817893795
male_pronoun,grammar,1319+,1.0,0.538,0.5763039999999999,1.0,1.0,1.2232105731964111,-0.005165164824575186,0.598,250,0.628,0.156,0.2484076433121019,0.79,0.8611200000000001,0.496,0.7898089171974523,0.18550725614576336,0.0,9.785785491172692,9.872184048697683
